indicative present 3SG	{X}um ɒ	{X}um ɒ	{X}um ɒ	{X}num ɒ	{X}num ɒ	{X}t͡sʰnum ɒ	{X}t͡sʰnum ɒ	{X}num ɒ	{X}num ɒ	{X}num ɒ	{X}num ɒ	{X}num ɒ	{X}num ɒ	{X}num ɒ	{Xprs}um ɒ	{Xprs}um ɒ	{Xprs}um ɒ	{Xprs}um ɒ	{Xprs}um ɒ	{Xprs}ɒlis ɒ	{Xprs}ɒlis ɒ	{X}ɒj	{X}i	{X}um ɒ	{X}um ɒ	{Xprs}num ɒ	{X}num ɒ	{X}um ɒ
indicative present 1PL	{X}um eŋkʰ	{X}um eŋkʰ	{X}um eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}t͡sʰnum eŋkʰ	{X}t͡sʰnum eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{X}num eŋkʰ	{Xprs}um eŋkʰ	{Xprs}um eŋkʰ	{Xprs}um eŋkʰ	{Xprs}um eŋkʰ	{Xprs}um eŋkʰ	{Xprs}ɒlis eŋkʰ	{Xprs}ɒlis eŋkʰ	{X}ɒŋkʰ	{X}eŋkʰ	{X}um eŋkʰ	{X}um eŋkʰ	{Xprs}num eŋkʰ	{X}num eŋkʰ	{X}um eŋkʰ
indicative present 2PL	{X}um ekʰ	{X}um ekʰ	{X}um ekʰ	{X}num ekʰ	{X}num ekʰ	{X}t͡sʰnum ekʰ	{X}t͡sʰnum ekʰ	{X}num ekʰ	{X}num ekʰ	{X}num ekʰ	{X}num ekʰ	{X}num ekʰ	{X}num ekʰ	{X}num ekʰ	{Xprs}um ekʰ	{Xprs}um ekʰ	{Xprs}um ekʰ	{Xprs}um ekʰ	{Xprs}um ekʰ	{Xprs}ɒlis ekʰ	{Xprs}ɒlis ekʰ	{X}ɒkʰ	{X}ekʰ	{X}um ekʰ	{X}um ekʰ	{Xprs}num ekʰ	{X}num ekʰ	{X}um ekʰ
indicative present 3PL	{X}um en	{X}um en	{X}um en	{X}num en	{X}num en	{X}t͡sʰnum en	{X}t͡sʰnum en	{X}num en	{X}num en	{X}num en	{X}num en	{X}num en	{X}num en	{X}num en	{Xprs}um en	{Xprs}um en	{Xprs}um en	{Xprs}um en	{Xprs}um en	{Xprs}ɒlis en	{Xprs}ɒlis en	{X}ɒn	{X}en	{X}um en	{X}um en	{Xprs}num en	{X}num en	{X}um en
negative indicative present 1SG	t͡ʃʰem {X}um	t͡ʃʰem {X}um	t͡ʃʰem {X}um	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}t͡sʰnum	t͡ʃʰem {X}t͡sʰnum	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {X}num	t͡ʃʰem {Xprs}um	t͡ʃʰem {Xprs}um	t͡ʃʰem {Xprs}um	t͡ʃʰem {Xprs}um	t͡ʃʰem {Xprs}um	t͡ʃʰem {Xprs}ɒlis	t͡ʃʰem {Xprs}ɒlis	t͡ʃʰ{X}ɒm	t͡ʃʰ{X}em	t͡ʃʰem {X}um	t͡ʃʰem {X}um	t͡ʃʰem {Xprs}num	t͡ʃʰem {X}num	t͡ʃʰem {X}um
negative indicative present 2SG	t͡ʃʰes {X}um	t͡ʃʰes {X}um	t͡ʃʰes {X}um	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}t͡sʰnum	t͡ʃʰes {X}t͡sʰnum	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {X}num	t͡ʃʰes {Xprs}um	t͡ʃʰes {Xprs}um	t͡ʃʰes {Xprs}um	t͡ʃʰes {Xprs}um	t͡ʃʰes {Xprs}um	t͡ʃʰes {Xprs}ɒlis	t͡ʃʰes {Xprs}ɒlis	t͡ʃʰ{X}ɒs	t͡ʃʰ{X}es	t͡ʃʰes {X}um	t͡ʃʰes {X}um	t͡ʃʰes {Xprs}num	t͡ʃʰes {X}num	t͡ʃʰes {X}um
negative indicative present 3SG	t͡ʃʰi {X}um	t͡ʃʰi {X}um	t͡ʃʰi {X}um	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}t͡sʰnum	t͡ʃʰi {X}t͡sʰnum	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {X}num	t͡ʃʰi {Xprs}um	t͡ʃʰi {Xprs}um	t͡ʃʰi {Xprs}um	t͡ʃʰi {Xprs}um	t͡ʃʰi {Xprs}um	t͡ʃʰi {Xprs}ɒlis	t͡ʃʰi {Xprs}ɒlis	t͡ʃʰ{X}ɒj	t͡ʃʰ{X}i	t͡ʃʰi {X}um	t͡ʃʰi {X}um	t͡ʃʰi {Xprs}num	t͡ʃʰi {X}num	t͡ʃʰi {X}um
negative indicative present 1PL	t͡ʃʰeŋkʰ {X}um	t͡ʃʰeŋkʰ {X}um	t͡ʃʰeŋkʰ {X}um	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}t͡sʰnum	t͡ʃʰeŋkʰ {X}t͡sʰnum	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {Xprs}um	t͡ʃʰeŋkʰ {Xprs}um	t͡ʃʰeŋkʰ {Xprs}um	t͡ʃʰeŋkʰ {Xprs}um	t͡ʃʰeŋkʰ {Xprs}um	t͡ʃʰeŋkʰ {Xprs}ɒlis	t͡ʃʰeŋkʰ {Xprs}ɒlis	t͡ʃʰ{X}ɒŋkʰ	t͡ʃʰ{X}eŋkʰ	t͡ʃʰeŋkʰ {X}um	t͡ʃʰeŋkʰ {X}um	t͡ʃʰeŋkʰ {Xprs}num	t͡ʃʰeŋkʰ {X}num	t͡ʃʰeŋkʰ {X}um
negative indicative present 2PL	t͡ʃʰekʰ {X}um	t͡ʃʰekʰ {X}um	t͡ʃʰekʰ {X}um	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}t͡sʰnum	t͡ʃʰekʰ {X}t͡sʰnum	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {Xprs}um	t͡ʃʰekʰ {Xprs}um	t͡ʃʰekʰ {Xprs}um	t͡ʃʰekʰ {Xprs}um	t͡ʃʰekʰ {Xprs}um	t͡ʃʰekʰ {Xprs}ɒlis	t͡ʃʰekʰ {Xprs}ɒlis	t͡ʃʰ{X}ɒkʰ	t͡ʃʰ{X}ekʰ	t͡ʃʰekʰ {X}um	t͡ʃʰekʰ {X}um	t͡ʃʰekʰ {Xprs}num	t͡ʃʰekʰ {X}num	t͡ʃʰekʰ {X}um
negative indicative present 3PL	t͡ʃʰen {X}um	t͡ʃʰen {X}um	t͡ʃʰen {X}um	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}t͡sʰnum	t͡ʃʰen {X}t͡sʰnum	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {X}num	t͡ʃʰen {Xprs}um	t͡ʃʰen {Xprs}um	t͡ʃʰen {Xprs}um	t͡ʃʰen {Xprs}um	t͡ʃʰen {Xprs}um	t͡ʃʰen {Xprs}ɒlis	t͡ʃʰen {Xprs}ɒlis	t͡ʃʰ{X}ɒn	t͡ʃʰ{X}en	t͡ʃʰen {X}um	t͡ʃʰen {X}um	t͡ʃʰen {Xprs}num	t͡ʃʰen {X}num	t͡ʃʰen {X}um
indicative past imperfective 1SG	{X}um im	{X}um im	{X}um im	{X}num im	{X}num im	{X}t͡sʰnum im	{X}t͡sʰnum im	{X}num im	{X}num im	{X}num im	{X}num im	{X}num im	{X}num im	{X}num im	{Xprs}um im	{Xprs}um im	{Xprs}um im	{Xprs}um im	{Xprs}um im	{Xprs}ɒlis im	{Xprs}ɒlis im	{X}ɒjim	{X}im	{X}um im	{X}um im	{Xprs}num im	{X}num im	{X}um im
indicative past imperfective 2SG	{X}um iɻ	{X}um iɻ	{X}um iɻ	{X}num iɻ	{X}num iɻ	{X}t͡sʰnum iɻ	{X}t͡sʰnum iɻ	{X}num iɻ	{X}num iɻ	{X}num iɻ	{X}num iɻ	{X}num iɻ	{X}num iɻ	{X}num iɻ	{Xprs}um iɻ	{Xprs}um iɻ	{Xprs}um iɻ	{Xprs}um iɻ	{Xprs}um iɻ	{Xprs}ɒlis iɻ	{Xprs}ɒlis iɻ	{X}ɒjiɻ	{X}iɻ	{X}um iɻ	{X}um iɻ	{Xprs}num iɻ	{X}num iɻ	{X}um iɻ
indicative past imperfective 3SG	{X}um eɻ	{X}um eɻ	{X}um eɻ	{X}num eɻ	{X}num eɻ	{X}t͡sʰnum eɻ	{X}t͡sʰnum eɻ	{X}num eɻ	{X}num eɻ	{X}num eɻ	{X}num eɻ	{X}num eɻ	{X}num eɻ	{X}num eɻ	{Xprs}um eɻ	{Xprs}um eɻ	{Xprs}um eɻ	{Xprs}um eɻ	{Xprs}um eɻ	{Xprs}ɒlis eɻ	{Xprs}ɒlis eɻ	{X}ɒɻ	{X}eɻ	{X}um eɻ	{X}um eɻ	{Xprs}num eɻ	{X}num eɻ	{X}um eɻ
indicative past imperfective 1PL	{X}um iŋkʰ	{X}um iŋkʰ	{X}um iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}t͡sʰnum iŋkʰ	{X}t͡sʰnum iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{X}num iŋkʰ	{Xprs}um iŋkʰ	{Xprs}um iŋkʰ	{Xprs}um iŋkʰ	{Xprs}um iŋkʰ	{Xprs}um iŋkʰ	{Xprs}ɒlis iŋkʰ	{Xprs}ɒlis iŋkʰ	{X}ɒjiŋkʰ	{X}iŋkʰ	{X}um iŋkʰ	{X}um iŋkʰ	{Xprs}num iŋkʰ	{X}num iŋkʰ	{X}um iŋkʰ
indicative past imperfective 2PL	{X}um ikʰ	{X}um ikʰ	{X}um ikʰ	{X}num ikʰ	{X}num ikʰ	{X}t͡sʰnum ikʰ	{X}t͡sʰnum ikʰ	{X}num ikʰ	{X}num ikʰ	{X}num ikʰ	{X}num ikʰ	{X}num ikʰ	{X}num ikʰ	{X}num ikʰ	{Xprs}um ikʰ	{Xprs}um ikʰ	{Xprs}um ikʰ	{Xprs}um ikʰ	{Xprs}um ikʰ	{Xprs}ɒlis ikʰ	{Xprs}ɒlis ikʰ	{X}ɒjikʰ	{X}ikʰ	{X}um ikʰ	{X}um ikʰ	{Xprs}num ikʰ	{X}num ikʰ	{X}um ikʰ
indicative past imperfective 3PL	{X}um in	{X}um in	{X}um in	{X}num in	{X}num in	{X}t͡sʰnum in	{X}t͡sʰnum in	{X}num in	{X}num in	{X}num in	{X}num in	{X}num in	{X}num in	{X}num in	{Xprs}um in	{Xprs}um in	{Xprs}um in	{Xprs}um in	{Xprs}um in	{Xprs}ɒlis in	{Xprs}ɒlis in	{X}ɒjiŋkʰ	{X}iŋkʰ	{X}um in	{X}um in	{Xprs}num in	{X}num in	{X}um in
negative indicative past imperfective 1SG	t͡ʃʰim {X}um	t͡ʃʰim {X}um	t͡ʃʰim {X}um	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}t͡sʰnum	t͡ʃʰim {X}t͡sʰnum	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {X}num	t͡ʃʰim {Xprs}um	t͡ʃʰim {Xprs}um	t͡ʃʰim {Xprs}um	t͡ʃʰim {Xprs}um	t͡ʃʰim {Xprs}um	t͡ʃʰim {Xprs}ɒlis	t͡ʃʰim {Xprs}ɒlis	t͡ʃʰ{X}ɒjim	t͡ʃʰ{X}im	t͡ʃʰim {X}um	t͡ʃʰim {X}um	t͡ʃʰim {Xprs}num	t͡ʃʰim {X}num	t͡ʃʰim {X}um
negative indicative past imperfective 2SG	t͡ʃʰiɻ {X}um	t͡ʃʰiɻ {X}um	t͡ʃʰiɻ {X}um	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}t͡sʰnum	t͡ʃʰiɻ {X}t͡sʰnum	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {Xprs}um	t͡ʃʰiɻ {Xprs}um	t͡ʃʰiɻ {Xprs}um	t͡ʃʰiɻ {Xprs}um	t͡ʃʰiɻ {Xprs}um	t͡ʃʰiɻ {Xprs}ɒlis	t͡ʃʰiɻ {Xprs}ɒlis	t͡ʃʰ{X}ɒjiɻ	t͡ʃʰ{X}iɻ	t͡ʃʰiɻ {X}um	t͡ʃʰiɻ {X}um	t͡ʃʰiɻ {Xprs}num	t͡ʃʰiɻ {X}num	t͡ʃʰiɻ {X}um
negative indicative past imperfective 3SG	t͡ʃʰeɻ {X}um	t͡ʃʰeɻ {X}um	t͡ʃʰeɻ {X}um	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}t͡sʰnum	t͡ʃʰeɻ {X}t͡sʰnum	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {Xprs}um	t͡ʃʰeɻ {Xprs}um	t͡ʃʰeɻ {Xprs}um	t͡ʃʰeɻ {Xprs}um	t͡ʃʰeɻ {Xprs}um	t͡ʃʰeɻ {Xprs}ɒlis	t͡ʃʰeɻ {Xprs}ɒlis	t͡ʃʰ{X}ɒɻ	t͡ʃʰ{X}eɻ	t͡ʃʰeɻ {X}um	t͡ʃʰeɻ {X}um	t͡ʃʰeɻ {Xprs}num	t͡ʃʰeɻ {X}num	t͡ʃʰeɻ {X}um
negative indicative past imperfective 1PL	t͡ʃʰiŋkʰ {X}um	t͡ʃʰiŋkʰ {X}um	t͡ʃʰiŋkʰ {X}um	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}t͡sʰnum	t͡ʃʰiŋkʰ {X}t͡sʰnum	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {Xprs}um	t͡ʃʰiŋkʰ {Xprs}um	t͡ʃʰiŋkʰ {Xprs}um	t͡ʃʰiŋkʰ {Xprs}um	t͡ʃʰiŋkʰ {Xprs}um	t͡ʃʰiŋkʰ {Xprs}ɒlis	t͡ʃʰiŋkʰ {Xprs}ɒlis	t͡ʃʰ{X}ɒjiŋkʰ	t͡ʃʰ{X}iŋkʰ	t͡ʃʰiŋkʰ {X}um	t͡ʃʰiŋkʰ {X}um	t͡ʃʰiŋkʰ {Xprs}num	t͡ʃʰiŋkʰ {X}num	t͡ʃʰiŋkʰ {X}um
negative indicative past imperfective 2PL	t͡ʃʰikʰ {X}um	t͡ʃʰikʰ {X}um	t͡ʃʰikʰ {X}um	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}t͡sʰnum	t͡ʃʰikʰ {X}t͡sʰnum	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {Xprs}um	t͡ʃʰikʰ {Xprs}um	t͡ʃʰikʰ {Xprs}um	t͡ʃʰikʰ {Xprs}um	t͡ʃʰikʰ {Xprs}um	t͡ʃʰikʰ {Xprs}ɒlis	t͡ʃʰikʰ {Xprs}ɒlis	t͡ʃʰ{X}ɒjikʰ	t͡ʃʰ{X}ikʰ	t͡ʃʰikʰ {X}um	t͡ʃʰikʰ {X}um	t͡ʃʰikʰ {Xprs}num	t͡ʃʰikʰ {X}num	t͡ʃʰikʰ {X}um
negative indicative past imperfective 3PL	t͡ʃʰin {X}um	t͡ʃʰin {X}um	t͡ʃʰin {X}um	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}t͡sʰnum	t͡ʃʰin {X}t͡sʰnum	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {X}num	t͡ʃʰin {Xprs}um	t͡ʃʰin {Xprs}um	t͡ʃʰin {Xprs}um	t͡ʃʰin {Xprs}um	t͡ʃʰin {Xprs}um	t͡ʃʰin {Xprs}ɒlis	t͡ʃʰin {Xprs}ɒlis	t͡ʃʰ{X}ɒjiŋkʰ	t͡ʃʰ{X}iŋkʰ	t͡ʃʰin {X}um	t͡ʃʰin {X}um	t͡ʃʰin {Xprs}num	t͡ʃʰin {X}num	t͡ʃʰin {X}um
indicative future 1SG	{X}elu em	{X}elu em	{X}ɒlu em	{X}nɒlu em	{X}nɒlu em	{X}t͡sʰnelu em	{X}t͡sʰnelu em	{X}nelu em	{X}nelu em	{X}nelu em	{X}nelu em	{X}nelu em	{X}nelu em	{X}nelu em	{Xprs}elu em	{Xprs}elu em	{Xprs}elu em	{Xprs}elu em	{Xprs}ɒlu em	{Xprs}ɒlu em	{Xprs}ɒlu em			{X}elu em	{X}elu em	{Xprs}nɒlu em	{X}nɒlu em	{X}elu em
indicative future 2SG	{X}elu es	{X}elu es	{X}ɒlu es	{X}nɒlu es	{X}nɒlu es	{X}t͡sʰnelu es	{X}t͡sʰnelu es	{X}nelu es	{X}nelu es	{X}nelu es	{X}nelu es	{X}nelu es	{X}nelu es	{X}nelu es	{Xprs}elu es	{Xprs}elu es	{Xprs}elu es	{Xprs}elu es	{Xprs}ɒlu es	{Xprs}ɒlu es	{Xprs}ɒlu es			{X}elu es	{X}elu es	{Xprs}nɒlu es	{X}nɒlu es	{X}elu es
